Loyalty#,First Name,Last Name,Customer Name,Province or State,City,Latitude,Longitude,Postal code,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,Re_engaged_people,Days_with_us,Days_until_reengagement
931247,Annabell,Tabora,Annabell Tabora,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,Bachelor,Suburban,91368.0,Divorced,Nova,2016-08-16,2020-10-16,2864.54,Standard,False,1522,
466781,Rebbeca,Glish,Rebbeca Glish,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,female,College,Suburban,0.0,Single,Nova,2021-02-24,,2864.82,2021 Promotion,False,1699,
700225,Lynda,Mcevoy,Lynda Mcevoy,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,male,Bachelor,Suburban,87428.0,Divorced,Nova,2016-11-20,,2866.82,Standard,False,3256,
894608,Eleonor,Dague,Eleonor Dague,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,male,Bachelor,Suburban,91810.0,Married,Nova,2019-03-26,,2867.21,Standard,False,2400,
140381,Theron,Rifenburg,Theron Rifenburg,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,female,Master,Urban,23376.0,Divorced,Nova,2015-07-01,,2867.31,Standard,False,3764,
262774,Geri,Harvard,Geri Harvard,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Master,Suburban,23376.0,Divorced,Nova,2016-08-29,,2867.31,Standard,False,3339,
315736,Leila,Kintner,Leila Kintner,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,female,Master,Urban,23376.0,Divorced,Nova,2016-05-04,,2867.31,Standard,False,3456,
549064,Jan,Brilhante,Jan Brilhante,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,Master,Urban,23376.0,Divorced,Nova,2016-11-04,,2867.31,Standard,False,3272,
608537,Epifania,Marter,Epifania Marter,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,female,Master,Urban,23376.0,Divorced,Nova,2021-06-24,2019-02-24,2867.31,Standard,True,1579,851
808206,Shena,Kailiponi,Shena Kailiponi,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Master,Urban,23376.0,Divorced,Nova,2019-07-01,,2867.31,Standard,False,2303,
813739,Janene,Ottaway,Janene Ottaway,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,male,Master,Suburban,23376.0,Divorced,Nova,2021-12-09,,2867.31,Standard,False,1411,
939683,Roselyn,Maglioli,Roselyn Maglioli,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,female,Master,Rural,23376.0,Divorced,Nova,2015-07-26,,2867.31,Standard,False,3739,
188120,Leigha,Hartling,Leigha Hartling,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,male,Bachelor,Rural,40046.0,Divorced,Nova,2016-11-20,,2868.6,Standard,False,3256,
117482,Santana,Tarbell,Santana Tarbell,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,Bachelor,Urban,21234.0,Married,Nova,2021-02-12,,2869.74,2021 Promotion,False,1711,
897229,Elida,Bozeman,Elida Bozeman,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,female,Bachelor,Rural,21234.0,Married,Nova,2020-07-07,,2869.74,Standard,False,1931,
889687,Noe,Raque,Noe Raque,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,Bachelor,Rural,94178.0,Married,Nova,2015-05-13,,2871.15,Standard,False,3813,
427976,Suzanna,Degraffenreid,Suzanna Degraffenreid,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,female,Bachelor,Rural,23803.0,Married,Nova,2016-05-25,,2871.44,Standard,False,3435,
497756,Johnathan,Nora,Johnathan Nora,Alberta,Banff,51.178398,-115.5708,T4V 1D4,female,Bachelor,Suburban,57749.0,Single,Nova,2021-11-25,,2872.05,Standard,False,1425,
916300,Howard,Vence,Howard Vence,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,male,Bachelor,Rural,57749.0,Single,Nova,2018-01-12,,2872.05,Standard,False,2838,
294027,Lavern,Gherman,Lavern Gherman,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,Bachelor,Suburban,79681.0,Single,Nova,2016-09-15,,2872.67,Standard,False,3322,
982543,Reita,Sumruld,Reita Sumruld,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,female,Bachelor,Rural,36844.0,Married,Nova,2021-09-11,2019-05-11,2872.98,Standard,True,1500,854
267739,Seth,Charles,Seth Charles,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,female,Bachelor,Suburban,44084.0,Married,Nova,2019-11-27,,2874.07,Standard,False,2154,
535413,Caroyln,Laney,Caroyln Laney,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,male,Bachelor,Urban,44084.0,Married,Nova,2021-01-26,,2874.07,Standard,False,1728,
629706,Selena,Zampella,Selena Zampella,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,male,Bachelor,Urban,33462.0,Married,Nova,2018-07-13,,2874.09,Standard,False,2656,
132552,Jen,Bartl,Jen Bartl,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,Bachelor,Suburban,84768.0,Married,Nova,2020-11-10,,2875.43,Standard,False,1805,
336770,Valery,Kitagawa,Valery Kitagawa,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Bachelor,Suburban,84768.0,Married,Nova,2021-07-19,,2875.43,Standard,False,1554,
159486,Yuk,Rothermich,Yuk Rothermich,Ontario,London,42.984924,-81.245277,M5B 3E4,male,College,Urban,0.0,Single,Nova,2016-11-12,2021-02-24,2876.78,Standard,False,1565,
576345,Deeanna,Northway,Deeanna Northway,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,male,Bachelor,Rural,40171.0,Divorced,Nova,2017-12-06,,2876.82,Standard,False,2875,
561570,Jamey,Stubbert,Jamey Stubbert,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,Bachelor,Urban,32807.0,Married,Nova,2015-07-03,,2877.35,Standard,False,3762,
573290,Jose,Baltzell,Jose Baltzell,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Suburban,32807.0,Married,Nova,2021-04-04,,2877.35,2021 Promotion,False,1660,
497891,Graham,Franke,Graham Franke,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Suburban,38870.0,Divorced,Nova,2018-09-06,,2877.81,Standard,False,2601,
755374,Gloria,Bobek,Gloria Bobek,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,female,Bachelor,Rural,79189.0,Married,Nova,2018-02-17,,2878.77,Standard,False,2802,
321762,Ramona,Shangraw,Ramona Shangraw,Ontario,Ottawa,45.421532,-75.697189,K1G 4Z0,male,College,Urban,0.0,Single,Nova,2016-07-28,,2878.85,Standard,False,3371,
612955,Estefana,Sherril,Estefana Sherril,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,female,Bachelor,Suburban,42247.0,Divorced,Nova,2018-03-05,,2879.51,Standard,False,2786,
260464,Rena,Joganic,Rena Joganic,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,male,Bachelor,Urban,40525.0,Married,Nova,2016-10-12,,2879.63,Standard,False,3295,
963595,Angel,Kluz,Angel Kluz,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,female,Bachelor,Suburban,40525.0,Married,Nova,2020-04-26,,2879.63,Standard,False,2003,
193150,Lorna,Northup,Lorna Northup,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,male,Bachelor,Suburban,81565.0,Married,Nova,2019-07-17,,2880.35,Standard,False,2287,
369416,Alyson,Longabaugh,Alyson Longabaugh,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Bachelor,Urban,81565.0,Married,Nova,2020-07-19,,2880.35,Standard,False,1919,
888506,Margaretta,Hiltbrand,Margaretta Hiltbrand,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,Bachelor,Suburban,37741.0,Single,Nova,2016-08-02,,2883.17,Standard,False,3366,
410790,Clotilde,Honnold,Clotilde Honnold,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,female,Bachelor,Urban,63438.0,Married,Nova,2017-11-08,,2884.64,Standard,False,2903,
865401,Edwin,Oliverson,Edwin Oliverson,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,female,Bachelor,Rural,77748.0,Married,Nova,2015-11-30,,2885.0,Standard,False,3612,
894099,Bobbie,Farina,Bobbie Farina,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,female,Bachelor,Rural,77748.0,Married,Nova,2020-11-09,,2885.0,Standard,False,1806,
797158,Yesenia,Donegan,Yesenia Donegan,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,Bachelor,Suburban,62579.0,Married,Nova,2016-12-10,,2885.33,Standard,False,3236,
918272,Eloise,Scholtes,Eloise Scholtes,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,male,Bachelor,Urban,92722.0,Married,Nova,2018-01-20,,2885.41,Standard,False,2830,
297684,Lisa,Krylo,Lisa Krylo,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,Bachelor,Rural,35654.0,Married,Nova,2021-03-18,,2885.74,2021 Promotion,False,1677,
687186,Antonina,Gilespie,Antonina Gilespie,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,male,Bachelor,Urban,35654.0,Married,Nova,2020-05-12,,2885.74,Standard,False,1987,
458614,Estell,Harlow,Estell Harlow,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,52972.0,Single,Nova,2018-07-24,,2886.23,Standard,False,2645,
231013,Jake,Maddox,Jake Maddox,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,Master,Urban,10312.0,Married,Nova,2018-10-27,,2886.45,Standard,False,2550,
277884,Doreen,Velazquez,Doreen Velazquez,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,Master,Suburban,10312.0,Married,Nova,2021-06-15,,2886.45,Standard,False,1588,
452873,Emely,Goepfert,Emely Goepfert,Ontario,London,42.984924,-81.245277,M5B 3E4,female,Master,Rural,10312.0,Married,Nova,2018-08-19,,2886.45,Standard,False,2619,
465741,Roselyn,Mayol,Roselyn Mayol,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,female,Master,Rural,10312.0,Married,Nova,2019-11-25,,2886.45,Standard,False,2156,
515860,Stuart,Foote,Stuart Foote,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,Master,Rural,10312.0,Married,Nova,2015-09-15,,2886.45,Standard,False,3688,
777549,Alva,Waiss,Alva Waiss,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,female,Master,Urban,10312.0,Married,Nova,2016-01-09,,2886.45,Standard,False,3572,
916358,Gertrude,Saucer,Gertrude Saucer,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,female,Master,Suburban,10312.0,Married,Nova,2020-08-09,,2886.45,Standard,False,1898,
100102,Rigoberto,Palacio,Rigoberto Palacio,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,male,College,Urban,0.0,Single,Nova,2016-03-09,,2887.74,Standard,False,3512,
977693,Randal,Duprat,Randal Duprat,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,female,College,Rural,0.0,Single,Nova,2021-02-03,,2887.74,2021 Promotion,False,1720,
675516,Dustin,Girone,Dustin Girone,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,Bachelor,Urban,62018.0,Married,Nova,2018-06-01,,2887.78,Standard,False,2698,
751823,Theron,Pries,Theron Pries,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,Bachelor,Urban,62018.0,Married,Nova,2015-12-11,,2887.78,Standard,False,3601,
194065,Hester,Brudner,Hester Brudner,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,female,Bachelor,Urban,65412.0,Married,Nova,2021-02-14,,2888.85,2021 Promotion,False,1709,
375683,Charleen,Mcaloon,Charleen Mcaloon,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,Bachelor,Urban,72075.0,Married,Nova,2019-12-15,,2889.09,Standard,False,2136,
631406,Zola,Sade,Zola Sade,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Bachelor,Rural,51906.0,Married,Nova,2020-06-14,,2890.34,Standard,False,1954,
864161,Cathryn,Schirrmacher,Cathryn Schirrmacher,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,female,Bachelor,Urban,51906.0,Married,Nova,2015-08-08,,2890.34,Standard,False,3726,
976423,Shelia,Luedi,Shelia Luedi,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Bachelor,Urban,80590.0,Married,Nova,2019-06-20,2021-11-28,2891.27,Standard,False,892,
959280,Na,Eiden,Na Eiden,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Rural,21979.0,Married,Nova,2019-09-04,,2891.72,Standard,False,2238,
531619,Thalia,Hameister,Thalia Hameister,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,male,Bachelor,Suburban,56761.0,Married,Nova,2018-08-18,,2891.73,Standard,False,2620,
728563,Martha,Mehner,Martha Mehner,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,Bachelor,Rural,56761.0,Married,Nova,2020-11-02,,2891.73,Standard,False,1813,
552016,Melodee,Belshaw,Melodee Belshaw,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,male,Bachelor,Urban,30406.0,Married,Nova,2020-03-13,,2893.31,Standard,False,2047,
982296,Boyce,Tourtellotte,Boyce Tourtellotte,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,Bachelor,Urban,61809.0,Married,Nova,2015-05-12,,2893.81,Standard,False,3814,
113874,Jacquelyne,Miskiewicz,Jacquelyne Miskiewicz,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,College,Urban,0.0,Single,Nova,2021-02-09,,2894.24,2021 Promotion,False,1714,
562404,Taisha,Bilous,Taisha Bilous,Alberta,Peace River,56.23418,-117.28938,T9O 2W2,female,College,Suburban,0.0,Single,Nova,2018-05-07,,2894.24,Standard,False,2723,
135841,Mario,Aun,Mario Aun,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,male,Bachelor,Suburban,28204.0,Married,Nova,2021-12-21,,2894.58,Standard,False,1399,
926611,Johna,Everett,Johna Everett,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,male,Bachelor,Suburban,28204.0,Married,Nova,2017-09-27,,2894.58,Standard,False,2945,
426958,Cassondra,Herrington,Cassondra Herrington,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,Bachelor,Urban,72014.0,Married,Nova,2016-08-04,,2895.21,Standard,False,3364,
442479,Willena,Kauder,Willena Kauder,Ontario,Toronto,43.653225,-79.383186,M2M 6J7,female,Bachelor,Rural,33746.0,Divorced,Nova,2017-09-07,,2896.92,Standard,False,2965,
870687,Gale,Pinnt,Gale Pinnt,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,male,Bachelor,Suburban,75041.0,Single,Nova,2018-05-13,,2897.28,Standard,False,2717,
569347,Tandy,Bachas,Tandy Bachas,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,male,Bachelor,Rural,54337.0,Married,Nova,2017-10-24,,2897.62,Standard,False,2918,
831860,Harriette,Mingle,Harriette Mingle,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,female,Bachelor,Urban,54337.0,Married,Nova,2017-05-29,,2897.62,Standard,False,3066,
857235,Phyllis,Ramotar,Phyllis Ramotar,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,College,Suburban,0.0,Single,Nova,2015-11-01,,2897.78,Standard,False,3641,
465729,Otis,Petrecca,Otis Petrecca,Alberta,Peace River,56.23418,-117.28938,T9O 2W2,male,College,Urban,0.0,Single,Nova,2019-02-17,,2898.73,Standard,False,2437,
240963,Kenia,Alexnder,Kenia Alexnder,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,male,Bachelor,Rural,33738.0,Divorced,Nova,2021-04-12,,2899.32,2021 Promotion,False,1652,
336831,Buena,Colpa,Buena Colpa,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,female,Bachelor,Urban,65247.0,Married,Nova,2021-09-08,,2899.7,Standard,False,1503,
942083,Demetra,Wormwood,Demetra Wormwood,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Rural,65247.0,Married,Nova,2021-12-28,,2899.7,Standard,False,1392,
851549,Ciara,Manweiler,Ciara Manweiler,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,female,Bachelor,Urban,66524.0,Married,Nova,2017-10-22,,2899.92,Standard,False,2920,
333207,Elin,Cendejas,Elin Cendejas,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,female,Bachelor,Suburban,96137.0,Married,Nova,2020-09-07,,2902.15,Standard,False,1869,
677560,Carmelita,Loraine,Carmelita Loraine,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,Bachelor,Rural,96137.0,Married,Nova,2018-06-22,,2902.15,Standard,False,2677,
757420,Son,Plagmann,Son Plagmann,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,female,Bachelor,Urban,23893.0,Married,Nova,2017-10-26,,2902.62,Standard,False,2916,
344768,Ellyn,Wearly,Ellyn Wearly,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,male,Bachelor,Suburban,36845.0,Married,Nova,2017-01-10,2017-09-10,2903.02,Standard,False,243,
347634,Kent,Breshears,Kent Breshears,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,female,Bachelor,Rural,20510.0,Married,Nova,2018-05-08,,2903.24,Standard,False,2722,
421752,Zenia,Trumbull,Zenia Trumbull,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,male,College,Urban,0.0,Married,Nova,2021-11-18,,2903.75,Standard,False,1432,
663416,Johnetta,Pia,Johnetta Pia,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,College,Urban,0.0,Married,Nova,2016-03-03,,2903.75,Standard,False,3518,
221813,Berta,Baetz,Berta Baetz,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,male,Bachelor,Suburban,72211.0,Married,Nova,2021-03-01,,2906.3,2021 Promotion,False,1694,
747187,Stevie,Crase,Stevie Crase,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,female,Bachelor,Suburban,72211.0,Married,Nova,2019-12-05,,2906.3,Standard,False,2146,
283980,Jani,Bringman,Jani Bringman,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,female,Bachelor,Rural,24049.0,Married,Nova,2018-02-21,,2907.36,Standard,False,2798,
487212,Edgardo,Raisor,Edgardo Raisor,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,Bachelor,Suburban,24049.0,Married,Nova,2018-07-17,2021-10-02,2907.36,Standard,False,1173,
288612,Brooks,Krigbaum,Brooks Krigbaum,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,female,Bachelor,Urban,52216.0,Married,Nova,2021-06-12,2019-02-12,2907.44,Standard,True,1591,851
921746,Clement,Marhefka,Clement Marhefka,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,Bachelor,Suburban,51020.0,Divorced,Nova,2021-03-08,2020-02-18,2907.9,2021 Promotion,True,1687,384
638085,Christinia,Bleich,Christinia Bleich,Ontario,London,42.984924,-81.245277,M5B 3E4,male,Bachelor,Urban,74212.0,Married,Nova,2021-12-22,,2908.02,Standard,False,1398,
835440,Randy,Kleffman,Randy Kleffman,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,male,Bachelor,Rural,35895.0,Married,Nova,2019-04-30,2021-04-17,2908.88,Standard,False,718,
700207,Kallie,Goynes,Kallie Goynes,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,female,Bachelor,Urban,88944.0,Single,Nova,2018-10-31,,2909.55,Standard,False,2546,
747668,Mimi,Spurrier,Mimi Spurrier,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,female,Bachelor,Suburban,88944.0,Single,Nova,2019-07-16,,2909.55,Standard,False,2288,
203607,Thi,Beaubrun,Thi Beaubrun,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,female,High School or Below,Suburban,12048.0,Married,Nova,2021-01-09,,2910.32,Standard,False,1745,
260245,Mitzie,Beseau,Mitzie Beseau,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,High School or Below,Urban,12048.0,Married,Nova,2017-07-02,,2910.32,Standard,False,3032,
417904,Jonas,Digangi,Jonas Digangi,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,male,College,Urban,0.0,Single,Nova,2020-01-07,,2912.24,Standard,False,2113,
973059,Dorris,Sandez,Dorris Sandez,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,male,College,Suburban,0.0,Single,Nova,2021-06-28,,2912.24,Standard,False,1575,
459563,Zandra,Noftsier,Zandra Noftsier,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,female,Bachelor,Suburban,93403.0,Divorced,Nova,2019-09-29,,2912.25,Standard,False,2213,
332289,Elin,Prinkleton,Elin Prinkleton,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Urban,65436.0,Married,Nova,2019-08-07,,2912.6,Standard,False,2266,
400313,Millie,Nasser,Millie Nasser,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,male,Bachelor,Rural,65436.0,Married,Nova,2018-05-07,,2912.6,Standard,False,2723,
373886,Leann,Cracas,Leann Cracas,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,female,Bachelor,Rural,81097.0,Divorced,Nova,2019-07-31,,2912.89,Standard,False,2273,
490387,Lloyd,Baison,Lloyd Baison,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,female,Bachelor,Rural,81097.0,Divorced,Nova,2018-07-02,2019-03-02,2912.89,Standard,False,243,
409908,Odelia,Grossberg,Odelia Grossberg,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,Bachelor,Rural,68899.0,Single,Nova,2017-08-31,,2912.91,Standard,False,2972,
210647,Tamar,Kulseth,Tamar Kulseth,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Doctor,Urban,20075.0,Divorced,Nova,2017-08-23,,2913.32,Standard,False,2980,
904602,Maurita,Mater,Maurita Mater,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,female,Doctor,Urban,20075.0,Divorced,Nova,2018-10-07,,2913.32,Standard,False,2570,
346704,Felecia,Gailey,Felecia Gailey,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,female,Bachelor,Suburban,76638.0,Single,Nova,2017-07-12,,2913.48,Standard,False,3022,
926867,Merrill,Giaimo,Merrill Giaimo,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,female,Bachelor,Urban,76638.0,Single,Nova,2021-07-29,,2913.48,Standard,False,1544,
485062,Addie,Steitz,Addie Steitz,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,female,Bachelor,Suburban,89672.0,Married,Nova,2020-04-13,,2913.49,Standard,False,2016,
635517,Albert,Nikolic,Albert Nikolic,Ontario,Ottawa,45.421532,-75.697189,K1G 4Z0,female,Doctor,Suburban,28523.0,Married,Nova,2021-05-04,,2914.09,Standard,False,1630,
906780,Delbert,Neiswander,Delbert Neiswander,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,male,Bachelor,Urban,37803.0,Divorced,Nova,2017-10-13,,2914.96,Standard,False,2929,
715255,Carley,Fujino,Carley Fujino,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Bachelor,Urban,83218.0,Married,Nova,2020-12-08,,2915.65,Standard,False,1777,
948489,Elmira,Antill,Elmira Antill,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,female,Bachelor,Urban,85817.0,Married,Nova,2016-08-06,,2916.38,Standard,False,3362,
397272,Theo,Turnbow,Theo Turnbow,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,Bachelor,Rural,85210.0,Divorced,Nova,2021-11-08,,2916.42,Standard,False,1442,
478700,Lora,Politano,Lora Politano,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,Bachelor,Urban,51622.0,Divorced,Nova,2019-06-12,,2917.54,Standard,False,2322,
789052,Lachelle,Banchero,Lachelle Banchero,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Urban,51622.0,Divorced,Nova,2015-11-13,,2917.54,Standard,False,3629,
453887,Augustina,Radsek,Augustina Radsek,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,male,Bachelor,Suburban,80714.0,Married,Nova,2017-03-26,,2918.58,Standard,False,3130,
991893,Peter,Cunneen,Peter Cunneen,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,male,Bachelor,Rural,80714.0,Married,Nova,2019-12-24,,2918.58,Standard,False,2127,
972648,Bettina,Jeanes,Bettina Jeanes,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,Bachelor,Suburban,41456.0,Married,Nova,2021-02-16,,2919.71,2021 Promotion,False,1707,
500058,Sonny,Mastro,Sonny Mastro,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,Bachelor,Suburban,62018.0,Married,Nova,2015-11-30,,2921.49,Standard,False,3612,
940901,Vincenza,Eyles,Vincenza Eyles,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,College,Urban,0.0,Single,Nova,2018-07-10,2019-03-10,2921.68,Standard,False,243,
960005,Evangelina,Lembcke,Evangelina Lembcke,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,College,Suburban,0.0,Single,Nova,2016-05-03,,2921.68,Standard,False,3457,
267020,Marty,Easdon,Marty Easdon,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,Bachelor,Suburban,63499.0,Married,Nova,2020-05-15,,2921.93,Standard,False,1984,
283338,Kendra,Salvas,Kendra Salvas,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,female,Bachelor,Suburban,63499.0,Married,Nova,2020-06-30,,2921.93,Standard,False,1938,
872234,Danyell,Kossen,Danyell Kossen,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,male,Bachelor,Urban,64459.0,Married,Nova,2017-06-18,,2924.98,Standard,False,3046,
408500,Stepanie,Deakins,Stepanie Deakins,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,female,Bachelor,Rural,30752.0,Married,Nova,2018-07-14,,2925.73,Standard,False,2655,
762259,Kelley,Rindler,Kelley Rindler,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Suburban,30752.0,Married,Nova,2019-12-02,,2925.73,Standard,False,2149,
804930,Yetta,Shabel,Yetta Shabel,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,Bachelor,Urban,23656.0,Single,Nova,2015-10-24,,2926.52,Standard,False,3649,
877008,Tamar,Creach,Tamar Creach,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,Bachelor,Rural,26242.0,Married,Nova,2021-04-10,,2926.83,2021 Promotion,False,1654,
913809,China,Dibari,China Dibari,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,female,Bachelor,Suburban,26242.0,Married,Nova,2017-02-02,2017-10-02,2926.83,Standard,False,242,
445169,Arlie,Emswiler,Arlie Emswiler,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,female,Bachelor,Urban,92381.0,Married,Nova,2015-10-30,,2926.89,Standard,False,3643,
795492,Markita,Sack,Markita Sack,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,male,Bachelor,Suburban,92381.0,Married,Nova,2018-10-04,,2926.89,Standard,False,2573,
