Loyalty#,First Name,Last Name,Customer Name,Province or State,City,Latitude,Longitude,Postal code,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,Re_engaged_people,Days_with_us,Days_until_reengagement,Total_NumFlights,Total_DistanceKM,Perc_Flights_With_Companions,Dollar_Cost_Points_Remaining,Recency_Days,Total_NumFlights_2019,Total_NumFlights_2020,Total_NumFlights_2021,Total_DistanceKM_2019,Total_DistanceKM_2020,Total_DistanceKM_2021,Perc_Flights_With_Companions_2019,Perc_Flights_With_Companions_2020,Perc_Flights_With_Companions_2021,Dollar_Cost_Points_Remaining_2019,Dollar_Cost_Points_Remaining_2020,Dollar_Cost_Points_Remaining_2021,Total_NumFlights_month_1,Total_NumFlights_month_2,Total_NumFlights_month_3,Total_NumFlights_month_4,Total_NumFlights_month_5,Total_NumFlights_month_6,Total_NumFlights_month_7,Total_NumFlights_month_8,Total_NumFlights_month_9,Total_NumFlights_month_10,Total_NumFlights_month_11,Total_NumFlights_month_12,Total_DistanceKM_month_1,Total_DistanceKM_month_2,Total_DistanceKM_month_3,Total_DistanceKM_month_4,Total_DistanceKM_month_5,Total_DistanceKM_month_6,Total_DistanceKM_month_7,Total_DistanceKM_month_8,Total_DistanceKM_month_9,Total_DistanceKM_month_10,Total_DistanceKM_month_11,Total_DistanceKM_month_12,Perc_Flights_With_Companions_month_1,Perc_Flights_With_Companions_month_2,Perc_Flights_With_Companions_month_3,Perc_Flights_With_Companions_month_4,Perc_Flights_With_Companions_month_5,Perc_Flights_With_Companions_month_6,Perc_Flights_With_Companions_month_7,Perc_Flights_With_Companions_month_8,Perc_Flights_With_Companions_month_9,Perc_Flights_With_Companions_month_10,Perc_Flights_With_Companions_month_11,Perc_Flights_With_Companions_month_12,Dollar_Cost_Points_Remaining_month_1,Dollar_Cost_Points_Remaining_month_2,Dollar_Cost_Points_Remaining_month_3,Dollar_Cost_Points_Remaining_month_4,Dollar_Cost_Points_Remaining_month_5,Dollar_Cost_Points_Remaining_month_6,Dollar_Cost_Points_Remaining_month_7,Dollar_Cost_Points_Remaining_month_8,Dollar_Cost_Points_Remaining_month_9,Dollar_Cost_Points_Remaining_month_10,Dollar_Cost_Points_Remaining_month_11,Dollar_Cost_Points_Remaining_month_12
256945,Darleen,Pesola,Darleen Pesola,Manitoba,Winnipeg,49.895138,-97.138374,R3R 3T4,female,College,Suburban,0.0,Married,Aurora,2017-01-07,2017-09-07,5331.82,Standard,False,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646038,Thomasine,Radigan,Thomasine Radigan,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Rural,68931.0,Married,Aurora,2016-05-24,,5332.46,Standard,False,2046,,168.0,335297.0,16.666666666666664,307.52,59.0,48.0,54.0,66.0,101880.0,113200.0,120217.0,8.333333333333332,7.4074074074074066,30.303030303030305,101.88,113.17,92.47,3.0,9.0,4.0,0.0,3.0,23.0,19.0,23.0,19.0,21.0,23.0,21.0,7694.0,17078.0,3086.0,0.0,9890.0,70201.0,29517.0,25499.0,56747.0,30537.0,40278.0,44770.0,100.0,55.55555555555556,0.0,0.0,100.0,0.0,0.0,34.78260869565217,21.052631578947366,19.047619047619047,4.3478260869565215,0.0,-20.02,17.07,3.08,0.0,9.89,70.19319999999999,29.51,25.4936,56.740300000000005,30.5294,40.2668,44.7667
981160,Lucius,Frontz,Lucius Frontz,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,Bachelor,Urban,68931.0,Married,Aurora,2016-08-31,,5332.46,Standard,False,1947,,254.0,442751.0,18.89763779527559,320.2874,29.0,84.0,92.0,78.0,128580.0,142866.0,171305.0,14.285714285714285,15.217391304347828,28.205128205128204,87.55739999999997,97.24,135.49,4.0,16.0,11.0,30.0,40.0,42.0,36.0,18.0,1.0,4.0,19.0,33.0,7779.0,60507.0,8601.0,44727.0,24340.0,60571.0,58383.0,40801.0,14491.0,4118.0,34681.0,83752.0,50.0,0.0,0.0,36.666666666666664,5.0,42.857142857142854,0.0,5.555555555555555,0.0,0.0,0.0,42.42424242424242,-28.0,60.498599999999996,8.6,44.7192,24.334600000000002,60.5655,58.37520000000001,40.790699999999994,14.49,4.11,34.6652,-2.8615999999999984
276494,Alex,Brzezicki,Alex Brzezicki,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,female,Bachelor,Urban,55674.0,Married,Aurora,2018-04-11,,5333.04,Standard,False,1359,,211.0,470456.0,25.59241706161137,368.42130000000003,90.0,77.0,86.0,48.0,164202.0,182447.0,123807.0,28.57142857142857,29.069767441860467,14.583333333333334,129.7413,144.11,94.57,4.0,3.0,29.0,28.0,0.0,15.0,30.0,40.0,20.0,10.0,13.0,19.0,29207.0,18302.0,65305.0,61958.0,0.0,25948.0,58449.0,62808.0,57957.0,28951.0,42611.0,18960.0,0.0,100.0,13.793103448275861,0.0,0.0,0.0,20.0,32.5,75.0,0.0,0.0,68.42105263157895,29.2048,-10.9,65.29889999999999,61.9525,0.0,25.941300000000002,58.438900000000004,62.796800000000005,57.94610000000001,28.937600000000003,42.6043,-53.7999
644938,Jaquelyn,Deckard,Jaquelyn Deckard,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,Bachelor,Rural,74606.0,Divorced,Aurora,2017-05-15,,5334.78,Standard,False,1690,,186.0,409657.0,33.33333333333333,340.0815,29.0,54.0,62.0,70.0,112261.0,124735.0,172661.0,48.148148148148145,46.774193548387096,10.0,112.2615,124.7,103.12,0.0,9.0,6.0,12.0,24.0,36.0,37.0,0.0,0.0,13.0,18.0,31.0,0.0,7214.0,13276.0,59202.0,67741.0,27427.0,90718.0,0.0,0.0,37124.0,34567.0,72388.0,0.0,0.0,0.0,0.0,16.666666666666664,50.0,64.86486486486487,0.0,0.0,0.0,16.666666666666664,41.935483870967744,0.0,-17.55,13.27,59.194300000000005,67.7355,27.418400000000002,45.952099999999994,0.0,0.0,37.117,34.567,72.37719999999999
938981,Mira,Stumph,Mira Stumph,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,female,College,Suburban,0.0,Single,Aurora,2021-04-11,,5337.35,2021 Promotion,False,263,,38.0,66837.0,26.31578947368421,66.82,59.0,0.0,0.0,38.0,0.0,0.0,66837.0,0.0,0.0,26.31578947368421,0.0,0.0,66.82,0.0,0.0,0.0,0.0,6.0,0.0,16.0,1.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,6784.0,0.0,14650.0,20091.0,0.0,25045.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,100.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,6.78,0.0,14.65,20.09,0.0,25.04,0.26,0.0
749459,Leann,Rodenbough,Leann Rodenbough,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Suburban,67796.0,Married,Aurora,2020-06-16,,5339.49,Standard,False,562,,110.0,213572.0,27.27272727272727,213.5142,29.0,29.0,32.0,49.0,63394.0,70438.0,79740.0,34.48275862068966,34.375,18.367346938775512,63.3942,70.42,79.7,0.0,3.0,6.0,7.0,0.0,0.0,9.0,24.0,24.0,2.0,30.0,5.0,0.0,6196.0,28300.0,8113.0,0.0,0.0,4355.0,83087.0,24053.0,4254.0,51797.0,3417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.83333333333334,16.666666666666664,0.0,13.333333333333334,100.0,0.0,6.19,28.3,8.11,0.0,0.0,4.35,83.0758,24.0433,4.25,51.7851,3.41
275694,Tennie,Malusky,Tennie Malusky,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,female,Bachelor,Urban,58493.0,Married,Aurora,2021-03-14,,5340.54,2021 Promotion,False,291,,155.0,321867.0,36.774193548387096,67.73800000000003,29.0,44.0,48.0,63.0,86453.0,96060.0,139354.0,40.909090909090914,41.66666666666667,30.158730158730158,8.028000000000002,8.89,50.82,16.0,5.0,0.0,4.0,19.0,0.0,18.0,12.0,23.0,4.0,26.0,28.0,34525.0,19996.0,0.0,27679.0,44226.0,0.0,30158.0,45911.0,6806.0,3543.0,33024.0,75999.0,62.5,0.0,0.0,100.0,31.57894736842105,0.0,22.22222222222222,66.66666666666666,0.0,75.0,15.384615384615385,64.28571428571429,-42.21059999999999,19.99,0.0,27.6712,-44.625499999999995,0.0,30.15,9.655,6.8038,3.54,33.0114,23.752700000000004
216500,Felicita,Korpi,Felicita Korpi,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,College,Urban,0.0,Married,Aurora,2015-08-13,,5341.44,Standard,False,2331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360435,Jaunita,Bacorn,Jaunita Bacorn,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,male,Bachelor,Urban,64460.0,Married,Aurora,2019-06-13,,5343.12,Standard,False,931,,152.0,332102.0,42.76315789473684,292.375,59.0,54.0,61.0,37.0,127485.0,141650.0,62967.0,44.44444444444444,44.26229508196721,37.83783783783784,127.485,141.61,23.28,16.0,7.0,11.0,21.0,10.0,9.0,19.0,9.0,19.0,0.0,10.0,21.0,9882.0,15225.0,53014.0,22331.0,24734.0,7921.0,72101.0,24434.0,19651.0,0.0,16911.0,65898.0,25.0,42.857142857142854,100.0,0.0,100.0,0.0,68.42105263157895,0.0,42.10526315789473,0.0,50.0,52.38095238095239,9.877699999999999,15.2152,53.0118,22.318199999999997,24.718200000000003,7.92,72.0932,24.434,19.642,0.0,-22.75,65.8947
393604,Alva,Ledwell,Alva Ledwell,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,male,Bachelor,Rural,54668.0,Married,Aurora,2020-12-08,,5345.68,Standard,False,387,,65.0,118104.0,26.153846153846157,23.33,59.0,0.0,0.0,65.0,0.0,0.0,118104.0,0.0,0.0,26.153846153846157,0.0,0.0,23.33,1.0,11.0,14.0,3.0,1.0,0.0,12.0,9.0,11.0,0.0,3.0,0.0,14431.0,1445.0,17261.0,6701.0,26547.0,0.0,9287.0,7514.0,20447.0,0.0,14471.0,0.0,0.0,0.0,14.285714285714285,100.0,100.0,0.0,0.0,55.55555555555556,36.36363636363637,0.0,66.66666666666666,0.0,14.43,1.44,17.26,6.7,-26.76,0.0,9.28,-33.93,20.44,0.0,14.47,0.0
608241,Isadora,Stobbs,Isadora Stobbs,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,female,Bachelor,Rural,89158.0,Single,Aurora,2019-08-01,,5350.0,Standard,False,882,,171.0,321314.0,28.654970760233915,244.0573,29.0,52.0,59.0,60.0,90915.0,101017.0,129382.0,26.923076923076923,25.423728813559322,33.33333333333333,54.3573,60.36,129.34,14.0,14.0,42.0,0.0,23.0,15.0,0.0,13.0,15.0,13.0,5.0,17.0,5305.0,52529.0,64201.0,0.0,35050.0,15984.0,0.0,35691.0,10792.0,49584.0,24928.0,27250.0,21.428571428571427,42.857142857142854,26.190476190476193,0.0,0.0,0.0,0.0,38.46153846153847,0.0,92.3076923076923,60.0,52.94117647058824,5.2964,52.521499999999996,-12.991600000000007,0.0,35.0397,15.98,0.0,35.6802,10.792,49.574600000000004,24.92,27.2445
638754,Shonta,Ostermann,Shonta Ostermann,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,Bachelor,Urban,41336.0,Divorced,Aurora,2020-02-13,2020-03-24,5350.21,Standard,False,40,,6.0,6048.0,33.33333333333333,6.044700000000001,669.0,3.0,3.0,0.0,2865.0,3183.0,0.0,33.33333333333333,33.33333333333333,0.0,2.8647000000000005,3.18,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.044700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195368,Amos,Pizzaro,Amos Pizzaro,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,female,Bachelor,Suburban,97742.0,Married,Aurora,2019-01-24,,5352.19,Standard,False,1071,,229.0,427866.0,36.24454148471616,379.30839999999995,90.0,83.0,92.0,54.0,152907.0,169896.0,105063.0,37.34939759036144,35.869565217391305,35.18518518518518,129.9384,144.34,105.03,24.0,25.0,15.0,11.0,33.0,37.0,9.0,0.0,21.0,16.0,25.0,13.0,45597.0,29105.0,29780.0,39902.0,57206.0,51114.0,58605.0,0.0,35351.0,37464.0,38707.0,5035.0,25.0,36.0,0.0,90.9090909090909,18.181818181818183,72.97297297297297,88.88888888888889,0.0,19.047619047619047,81.25,0.0,0.0,45.588699999999996,29.0986,29.78,-8.602800000000002,57.203900000000004,51.1048,58.600500000000004,0.0,35.3454,37.4495,38.7048,5.035
877945,Kylee,Patrick,Kylee Patrick,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,Bachelor,Urban,93606.0,Divorced,Aurora,2016-03-09,,5352.22,Standard,False,2122,,199.0,461546.0,23.618090452261306,359.691,59.0,59.0,66.0,74.0,151696.0,168550.0,141300.0,30.508474576271187,30.303030303030305,12.162162162162163,103.491,114.95,141.25,21.0,2.0,10.0,13.0,28.0,14.0,11.0,34.0,30.0,8.0,24.0,4.0,33790.0,20587.0,30875.0,17116.0,27484.0,30429.0,8415.0,62738.0,69722.0,51116.0,55249.0,54025.0,0.0,0.0,30.0,30.76923076923077,0.0,78.57142857142857,54.54545454545454,0.0,36.666666666666664,100.0,0.0,100.0,33.7856,20.58,30.87,17.11,27.474800000000002,30.4172,-93.35789999999999,62.7309,69.7093,51.112700000000004,55.23780000000001,54.020599999999995
577535,Cortney,Kreke,Cortney Kreke,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,female,Bachelor,Rural,61894.0,Married,Aurora,2019-06-02,,5353.93,Standard,False,942,,232.0,525539.0,20.689655172413794,387.93899999999996,29.0,70.0,78.0,84.0,175797.0,195330.0,154412.0,15.714285714285714,15.384615384615385,29.761904761904763,128.169,142.37,117.4,8.0,24.0,30.0,2.0,12.0,30.0,29.0,30.0,9.0,21.0,9.0,28.0,305.0,28857.0,60905.0,13864.0,54285.0,66367.0,98148.0,59461.0,7199.0,39286.0,25522.0,71340.0,0.0,0.0,0.0,100.0,50.0,53.333333333333336,10.344827586206897,16.666666666666664,55.55555555555556,38.095238095238095,33.33333333333333,0.0,0.3,28.849800000000002,60.899499999999996,13.86,17.313900000000004,66.3637,98.1343,-41.09299999999999,7.19,39.279300000000006,25.513199999999998,71.3283
572263,Maud,Guiliani,Maud Guiliani,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,female,Bachelor,Suburban,29445.0,Married,Aurora,2018-11-02,,5354.61,Standard,False,1154,,183.0,405257.0,27.322404371584703,285.59590000000003,29.0,46.0,51.0,86.0,110790.0,123101.0,171366.0,26.08695652173913,25.49019607843137,29.069767441860467,54.1359,60.13,171.33,1.0,21.0,0.0,12.0,19.0,29.0,0.0,43.0,8.0,1.0,17.0,32.0,18213.0,24521.0,0.0,18554.0,53553.0,99272.0,0.0,50831.0,13120.0,25456.0,25619.0,76118.0,0.0,9.523809523809524,0.0,0.0,47.368421052631575,6.896551724137931,0.0,32.55813953488372,75.0,0.0,47.05882352941176,28.125,18.21,24.5154,0.0,18.55,53.544,-20.344300000000004,0.0,50.8245,13.12,25.45,25.6104,76.1159
750739,Rikki,Spagnuolo,Rikki Spagnuolo,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,female,Bachelor,Suburban,60752.0,Married,Aurora,2016-06-19,,5356.14,Standard,False,2020,,112.0,252811.0,23.214285714285715,196.19480000000004,29.0,21.0,22.0,69.0,61769.0,68632.0,122410.0,38.095238095238095,36.36363636363637,14.492753623188406,34.9848,38.85,122.36,8.0,15.0,31.0,6.0,10.0,1.0,11.0,2.0,0.0,3.0,5.0,20.0,2911.0,25391.0,59961.0,3418.0,8728.0,36428.0,27791.0,21875.0,0.0,22898.0,6951.0,36459.0,50.0,0.0,25.806451612903224,16.666666666666664,30.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,-53.6352,25.3794,59.9517,3.41,8.72,36.42,27.79,21.8717,0.0,22.89,6.95,36.4472
392774,Cherilyn,Farace,Cherilyn Farace,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,female,College,Rural,0.0,Married,Aurora,2018-01-31,,5357.19,Standard,False,1429,,261.0,399641.0,22.22222222222222,372.7514,29.0,89.0,100.0,72.0,115240.0,128046.0,156355.0,22.47191011235955,23.0,20.833333333333336,115.2414,127.99,129.52,2.0,26.0,19.0,18.0,32.0,19.0,17.0,50.0,16.0,27.0,17.0,18.0,5253.0,27466.0,19038.0,43332.0,66295.0,65838.0,21329.0,69777.0,16865.0,35334.0,4697.0,24417.0,100.0,15.384615384615385,47.368421052631575,44.44444444444444,50.0,0.0,76.47058823529412,2.0,0.0,18.51851851851852,0.0,0.0,5.25,27.459300000000002,19.038,43.3242,66.2885,65.8251,21.323400000000003,69.7737,16.862000000000002,8.5031,4.6948,24.409299999999998
458202,Cody,Soron,Cody Soron,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,College,Rural,0.0,Married,Aurora,2019-05-11,,5357.19,Standard,False,964,,189.0,368150.0,30.158730158730158,60.729900000000015,29.0,57.0,63.0,69.0,100378.0,111531.0,156241.0,19.298245614035086,17.46031746031746,50.72463768115942,22.689899999999987,25.17,12.87,8.0,15.0,25.0,15.0,0.0,17.0,12.0,38.0,0.0,21.0,2.0,36.0,25065.0,22254.0,36077.0,31798.0,0.0,77642.0,26759.0,32918.0,0.0,71831.0,32549.0,11257.0,37.5,0.0,52.0,66.66666666666666,0.0,0.0,0.0,23.684210526315788,0.0,66.66666666666666,100.0,16.666666666666664,25.06,22.2496,-112.31790000000001,-67.81859999999999,0.0,77.63119999999999,26.749899999999997,32.9073,0.0,71.8208,32.5479,-48.1003
506190,Ronald,Knorp,Ronald Knorp,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,male,College,Urban,0.0,Single,Aurora,2016-06-10,,5357.76,Standard,False,2029,,250.0,292244.0,28.4,172.32199999999997,59.0,82.0,92.0,76.0,81171.0,90190.0,120883.0,30.48780487804878,31.521739130434785,22.36842105263158,56.50199999999999,62.74,53.08,32.0,11.0,0.0,32.0,21.0,44.0,30.0,13.0,30.0,21.0,7.0,9.0,18261.0,59727.0,0.0,10546.0,14402.0,28843.0,56303.0,15205.0,6883.0,59182.0,20998.0,1894.0,18.75,18.181818181818183,0.0,46.875,0.0,0.0,70.0,30.76923076923077,33.33333333333333,19.047619047619047,0.0,100.0,-16.406399999999998,26.6162,0.0,10.538499999999999,14.402000000000001,28.8323,56.299699999999994,15.2,-45.205099999999995,59.1675,20.99,1.8873000000000002
906564,Dale,Monell,Dale Monell,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,female,College,Urban,0.0,Single,Aurora,2016-11-26,2020-07-28,5357.76,Standard,False,1340,,38.0,91189.0,5.263157894736842,91.18459999999999,547.0,18.0,20.0,0.0,43195.0,47994.0,0.0,5.555555555555555,5.0,0.0,43.1946,47.99,0.0,21.0,0.0,0.0,6.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,17007.0,0.0,0.0,39602.0,0.0,0.0,34580.0,0.0,0.0,0.0,0.0,0.0,9.523809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0059,0.0,0.0,39.5987,0.0,0.0,34.58,0.0,0.0,0.0,0.0,0.0
841219,Linda,Rebera,Linda Rebera,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,Bachelor,Urban,64324.0,Married,Aurora,2020-02-23,,5363.41,Standard,False,676,,174.0,363491.0,10.919540229885058,284.06239999999997,29.0,65.0,73.0,36.0,99213.0,110236.0,154042.0,6.153846153846154,6.8493150684931505,27.77777777777778,99.2124,110.21,74.64,1.0,0.0,0.0,11.0,17.0,13.0,38.0,34.0,11.0,18.0,6.0,25.0,1835.0,0.0,0.0,19386.0,3120.0,37696.0,101237.0,54308.0,39710.0,29964.0,18499.0,57736.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,100.0,0.0,83.33333333333334,8.0,1.83,0.0,0.0,-19.4234,3.1178,37.69,101.236,54.3047,39.7001,29.9549,-22.07,57.7223
196779,Carey,Chillo,Carey Chillo,Ontario,Ottawa,45.421532,-75.697189,K1G 4Z0,male,Bachelor,Rural,43879.0,Single,Aurora,2020-01-15,,5363.53,Standard,False,715,,179.0,392084.0,26.81564245810056,278.37260000000003,29.0,57.0,63.0,59.0,112782.0,125314.0,153988.0,26.31578947368421,26.984126984126984,27.11864406779661,112.7826,125.29,40.3,0.0,3.0,14.0,26.0,27.0,3.0,5.0,27.0,19.0,19.0,26.0,10.0,0.0,20018.0,4134.0,35633.0,57788.0,28051.0,12856.0,18147.0,73421.0,33147.0,38502.0,70387.0,0.0,0.0,21.428571428571427,42.30769230769231,25.925925925925924,0.0,100.0,48.148148148148145,21.052631578947366,0.0,15.384615384615385,10.0,0.0,20.01,4.13,35.6285,1.476900000000005,28.05,-44.5,18.1459,73.4111,33.141400000000004,38.4988,70.38
596586,Shaun,Trumble,Shaun Trumble,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,male,Bachelor,Rural,77095.0,Divorced,Aurora,2016-08-11,,5365.54,Standard,False,1967,,192.0,406678.0,26.041666666666668,201.5277,29.0,55.0,61.0,76.0,139799.0,155333.0,111546.0,30.909090909090907,31.147540983606557,18.421052631578945,54.767699999999984,60.81,85.95,11.0,15.0,6.0,11.0,6.0,18.0,23.0,29.0,0.0,31.0,27.0,15.0,28321.0,33254.0,37611.0,22511.0,39801.0,92693.0,66779.0,22792.0,0.0,29844.0,16942.0,16130.0,100.0,0.0,100.0,0.0,33.33333333333333,0.0,82.6086956521739,13.793103448275861,0.0,19.35483870967742,7.4074074074074066,0.0,28.3154,33.2518,37.6055,22.51,39.7926,92.693,-58.061499999999995,22.786400000000004,0.0,4.261300000000001,-37.7568,16.13
831253,Annalee,Mecca,Annalee Mecca,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,female,Bachelor,Suburban,62808.0,Married,Aurora,2019-08-02,,5365.93,Standard,False,881,,172.0,382850.0,18.023255813953487,382.7709,151.0,56.0,63.0,53.0,128071.0,142301.0,112478.0,16.071428571428573,17.46031746031746,20.754716981132077,128.0709,142.26,112.44,7.0,27.0,21.0,32.0,13.0,28.0,10.0,14.0,9.0,0.0,0.0,11.0,15909.0,21622.0,51178.0,68657.0,39601.0,62426.0,33039.0,44402.0,26285.0,0.0,0.0,19731.0,42.857142857142854,0.0,0.0,0.0,0.0,39.285714285714285,80.0,0.0,100.0,0.0,0.0,0.0,15.9,21.608199999999997,51.172399999999996,68.6516,39.5978,62.4101,33.03,44.393699999999995,26.2806,0.0,0.0,19.7265
759132,Effie,Mayeaux,Effie Mayeaux,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,College,Urban,0.0,Married,Aurora,2018-07-14,2019-12-05,5366.78,Standard,False,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258141,Fern,Nabor,Fern Nabor,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Bachelor,Rural,97742.0,Single,Aurora,2021-07-18,2019-03-18,5367.09,Standard,True,165,853,12.0,63829.0,50.0,63.81,29.0,0.0,0.0,12.0,0.0,0.0,63829.0,0.0,0.0,50.0,0.0,0.0,63.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12498.0,0.0,0.0,24315.0,27016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.49,0.0,0.0,24.31,27.01
787525,Irene,Walson,Irene Walson,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,male,Bachelor,Rural,50405.0,Divorced,Aurora,2018-06-28,,5372.91,Standard,False,1281,,260.0,450269.0,23.076923076923077,355.6684,29.0,85.0,94.0,81.0,125474.0,139416.0,185379.0,27.058823529411764,26.595744680851062,14.814814814814813,80.7084,89.64,185.32,10.0,0.0,18.0,15.0,20.0,29.0,53.0,31.0,37.0,17.0,3.0,27.0,46780.0,0.0,35819.0,45138.0,53964.0,66007.0,73153.0,57352.0,13843.0,1484.0,3059.0,53670.0,0.0,0.0,0.0,0.0,55.00000000000001,44.827586206896555,0.0,41.935483870967744,10.81081081081081,47.05882352941176,100.0,29.629629629629626,46.7673,0.0,35.809400000000004,45.1313,53.9495,66.0,73.14280000000001,57.346000000000004,13.8304,-93.0231,3.05,53.66479999999999
612650,Eduardo,Schak,Eduardo Schak,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,female,College,Rural,0.0,Single,Aurora,2017-02-10,2020-09-11,5375.66,Standard,False,1309,,135.0,266719.0,17.037037037037038,220.9291,485.0,64.0,71.0,0.0,126340.0,140379.0,0.0,17.1875,16.901408450704224,0.0,104.6691,116.26,0.0,11.0,17.0,0.0,8.0,25.0,0.0,21.0,32.0,21.0,0.0,0.0,0.0,7309.0,35408.0,0.0,37888.0,58081.0,0.0,56918.0,54661.0,16454.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,19.047619047619047,0.0,0.0,0.0,0.0,0.0,7.3023,35.4024,0.0,-7.865099999999997,58.0721,0.0,56.911300000000004,54.6521,16.454,0.0,0.0,0.0
956861,Jamika,Bence,Jamika Bence,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,female,Bachelor,Urban,66844.0,Married,Aurora,2017-06-26,,5375.82,Standard,False,1648,,237.0,576771.0,26.582278481012654,490.30449999999996,182.0,93.0,101.0,43.0,208590.0,231765.0,136416.0,27.956989247311824,28.71287128712871,18.6046511627907,167.67449999999997,186.25,136.38,2.0,19.0,29.0,21.0,11.0,45.0,25.0,17.0,8.0,27.0,4.0,29.0,41768.0,34927.0,48106.0,70377.0,64739.0,112004.0,62956.0,20678.0,31037.0,43639.0,11523.0,35017.0,100.0,0.0,6.896551724137931,47.61904761904761,100.0,0.0,68.0,11.76470588235294,0.0,40.74074074074074,0.0,27.586206896551722,41.764700000000005,34.913199999999996,48.099799999999995,70.3666,64.7255,111.9895,62.9463,20.6747,31.0315,-42.742799999999995,11.5185,35.016999999999996
343978,Burt,Idiart,Burt Idiart,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,male,Bachelor,Urban,69050.0,Married,Aurora,2019-11-11,2020-07-11,5375.84,Standard,False,243,,98.0,152848.0,38.775510204081634,57.8693,547.0,47.0,51.0,0.0,72401.0,80447.0,0.0,38.297872340425535,39.21568627450981,0.0,27.429299999999994,30.44,0.0,2.0,2.0,21.0,19.0,21.0,29.0,4.0,0.0,0.0,0.0,0.0,0.0,1174.0,23262.0,12445.0,22315.0,31230.0,17776.0,44646.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,61.904761904761905,58.620689655172406,100.0,0.0,0.0,0.0,0.0,0.0,1.1662000000000001,23.258699999999997,12.445,22.3105,31.2233,17.7704,-50.30479999999999,0.0,0.0,0.0,0.0,0.0
